paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20110316_mir.1_L3.1	X20110316_mir.1_L2.1	X20110203_RW10890_pal.1_L4.1	X20110125_RW10890_pal.1_L3.1	X20110125_RW10890_pal.1_L4.1	X20101213_RW10889_pal.1_L2.1	X20101213_RW10889_pal.1_L3.1	X20110209_UP2051_mls.2_L1.1	X20110209_UP2051_mls.2_L2.1	X20110209_UP2051_mls.2_L3.1	X20110225_NX68_L3.1	X20110408_RW10425_pha.4_L2.1	X20110927_RW11144_L4.1	X20110929_ceh.43_L1.1	X20110726_RW10713_L1.1	X20110731_RW10434_L1.1	X20111116_RW10226_L4.1	X20110916_ceh.36_L1.1	X20120426_JIM122_L2.1	X20120612_JIM127_L4.1	X20120331_RW10871_L4.1	X20120807_mir.57_L4.1
ABprapppaa 1		10		0	8		-3	1	-7	-4	-2	-1	3	0	-3	-1	17	-7	-6	1	1	-7		10		0	8		-3	1	-7	-4	-2	-1	3	0	-3	-1	17	-7	-6	1	1	-7
ABprapppaaa NA																																												
ABprapppaap NA																																												
ABprapppap 1	5	-3	-1	6	4	-4	1	-2	2	-4	-3	2	-1	2	-2	-3	9	-3	-2	-3	4	-5	5	-3	-1	6	4	-4	1	-2	2	-4	-3	2	-1	2	-2	-3	9	-3	-2	-3	4	-5
ABprapppapa NA																																												
ABprapppapp 1																			3		-5	1																			3		-5	1
ABprapppappa NA																																												
ABprapppappp NA																																												
ABprapppp 1	1	0	-3	1	1	2	1	-2	-3	-1	1	5	1	-2	1	-1	-3	2	0	-2	0	1	1	0	-3	1	1	2	1	-2	-3	-1	1	5	1	-2	1	-1	-3	2	0	-2	0	1
ABprappppa NA																																												
ABprappppp NA																																												
ABprp 1	3	2	-1	-7	-1	0	0	0	1	-1	2	1	0	-1	0	0	0	1	0	-1	1	1	3	2	-1	-7	-1	0	0	0	1	-1	2	1	0	-1	0	0	0	1	0	-1	1	1
ABprpa 1	2	1	-1	-1	2	-2	-1	1	0	-1	1	0	-2	0	-1	0	2	1	-1	-1	1	-2	2	1	-1	-1	2	-2	-1	1	0	-1	1	0	-2	0	-1	0	2	1	-1	-1	1	-2
ABprpaa 1	2	0	-2	-1	2	-1	-1	0	-1	0	2	0	1	-1	0	1	0	-1	-2	-1	1	1	2	0	-2	-1	2	-1	-1	0	-1	0	2	0	1	-1	0	1	0	-1	-2	-1	1	1
ABprpaaa 1	0	2	-2	-2	-2	2	3	0	0	1	0	-1	1	-3	0	1	2	-1	1	-2	0	0	0	2	-2	-2	-2	2	3	0	0	1	0	-1	1	-3	0	1	2	-1	1	-2	0	0
ABprpaaaa 1	-1	-2	-2	-1	-3	1	-2	0	0	3	-2	2	-1	-1	3	-2	0	1	2	1	1	2	-1	-2	-2	-1	-3	1	-2	0	0	3	-2	2	-1	-1	3	-2	0	1	2	1	1	2
ABprpaaaaa 1	-6	-3	1	2	-2	3	0	1	-1	3	-4	-4	5	0	-1	3	-2	5	2	1	-1	0	-6	-3	1	2	-2	3	0	1	-1	3	-4	-4	5	0	-1	3	-2	5	2	1	-1	0
ABprpaaaaaa NA																																												
ABprpaaaaap NA																																												
ABprpaaaap 1	-1	1	2	1	-5	6	3	-3	4	-3	-4	-1	1	0	-1	-3	3	1	2	-1	-2	-1	-1	1	2	1	-5	6	3	-3	4	-3	-4	-1	1	0	-1	-3	3	1	2	-1	-2	-1
ABprpaaaapa NA																																												
ABprpaaaapp NA																																												
ABprpaaap 1	-1	0	1	0	-2	0	2	-1	-1	-1	2	1	-2	-2	2	-1	1	1	-1	2	-2	1	-1	0	1	0	-2	0	2	-1	-1	-1	2	1	-2	-2	2	-1	1	1	-1	2	-2	1
ABprpaaapa 1	-1	-2	0	-2	-6	2	0	1	2	-2	-5	2	1	8	-4	5	7	-5	-1	6	-3	-3	-1	-2	0	-2	-6	2	0	1	2	-2	-5	2	1	8	-4	5	7	-5	-1	6	-3	-3
ABprpaaapaa NA																																												
ABprpaaapap NA																																												
ABprpaaapp 1	5	-2	-3	0	0	-1	2	4	4	-8	-2	-2	0	2	3	4	0	-1	0	-2	-2	-2	5	-2	-3	0	0	-1	2	4	4	-8	-2	-2	0	2	3	4	0	-1	0	-2	-2	-2
ABprpaaappa 1																			-1		0	1																			-1		0	1
ABprpaaappaa NA																																												
ABprpaaappap NA																																												
ABprpaaappp NA																																												
ABprpaap 1	0	1	-2	-1	0	2	1	-1	0	1	1	-2	-2	-2	-1	0	3	0	0	1	0	0	0	1	-2	-1	0	2	1	-1	0	1	1	-2	-2	-2	-1	0	3	0	0	1	0	0
ABprpaapa 1	0	-1	-1	1	-1	3	1	0	1	-1	1	-1	-1	0	1	1	-2	-1	0	1	-1	0	0	-1	-1	1	-1	3	1	0	1	-1	1	-1	-1	0	1	1	-2	-1	0	1	-1	0
ABprpaapaa 1	2	0	-4	1	6	4	-2	3	0	1	-2	1	-4	1	-3	-1	0	1	3	1	-5	-2	2	0	-4	1	6	4	-2	3	0	1	-2	1	-4	1	-3	-1	0	1	3	1	-5	-2
ABprpaapaaa NA																																												
ABprpaapaap NA																																												
ABprpaapap 1	1	0	-1	2	1	-1	4	4	-1	1	-5	-2	3	-2	-5	2	6	-1	0	1	-6	2	1	0	-1	2	1	-1	4	4	-1	1	-5	-2	3	-2	-5	2	6	-1	0	1	-6	2
ABprpaapapa NA																																												
ABprpaapapp NA																																												
ABprpaapp 1	0	0	-4	0	-3	3	2	2	0	0	0	-3	-2	1	3	1	-3	-1	0	3	-1	2	0	0	-4	0	-3	3	2	2	0	0	0	-3	-2	1	3	1	-3	-1	0	3	-1	2
ABprpaappa 1	3	-2	-1	2	1	3	-1	-2	1	0	2	0	-2	1	-4	-2	-2	0	4	-3	-2	4	3	-2	-1	2	1	3	-1	-2	1	0	2	0	-2	1	-4	-2	-2	0	4	-3	-2	4
ABprpaappaa NA																																												
ABprpaappap NA																																												
ABprpaappp 1	2	0	-4	1	-2	3	-1	2	0	-1	0	0	4	-2	0	0	-2	1	-6	3	-3	3	2	0	-4	1	-2	3	-1	2	0	-1	0	0	4	-2	0	0	-2	1	-6	3	-3	3
ABprpaapppa NA																																												
ABprpaapppp 1																			11		-11	0																			11		-11	0
ABprpaappppa NA																																												
ABprpaappppp NA																																												
ABprpap 1	2	0	-1	0	1	-1	0	0	-1	0	3	-1	2	0	-1	1	0	0	-1	-1	0	0	2	0	-1	0	1	-1	0	0	-1	0	3	-1	2	0	-1	1	0	0	-1	-1	0	0
ABprpapa 1	2	0	0	0	0	0	1	0	0	-2	0	-1	0	-3	0	1	3	0	-1	-2	1	0	2	0	0	0	0	0	1	0	0	-2	0	-1	0	-3	0	1	3	0	-1	-2	1	0
ABprpapaa 1	-2	-2	1	1	-3	2	2	1	-1	0	0	-2	-1	0	4	1	-3	2	0	0	-2	1	-2	-2	1	1	-3	2	2	1	-1	0	0	-2	-1	0	4	1	-3	2	0	0	-2	1
ABprpapaaa 1	1	-4	4	0	3	-3	6	-3	2	-4	-3	6	-3	11	2	4	-4	-4	-8	1	-1	-1	1	-4	4	0	3	-3	6	-3	2	-4	-3	6	-3	11	2	4	-4	-4	-8	1	-1	-1
ABprpapaaaa NA																																												
ABprpapaaap NA																																												
ABprpapaap 1	-1	-1	2	-2	7	-2	5	0	2	-1	-2	3	-2	2	-1	-1	-3	1	-2	-2	-1	0	-1	-1	2	-2	7	-2	5	0	2	-1	-2	3	-2	2	-1	-1	-3	1	-2	-2	-1	0
ABprpapaapa NA																																												
ABprpapaapp NA																																												
ABprpapap 1	-4	-1	0	1	-3	2	1	-1	1	2	-1	0	0	0	2	1	-2	1	1	1	0	-1	-4	-1	0	1	-3	2	1	-1	1	2	-1	0	0	0	2	1	-2	1	1	1	0	-1
ABprpapapa 1	-2	1	1	2	-1	2	0	-1	1	-1	-3	0	0	-2	-1	3	0	-1	2	0	0	-2	-2	1	1	2	-1	2	0	-1	1	-1	-3	0	0	-2	-1	3	0	-1	2	0	0	-2
ABprpapapaa NA																																												
ABprpapapap NA																																												
ABprpapapp 1	-1	2	2	0	0	0	2	1	4	-2	-4	3	2	-2	-4	2	1	1	0	-1	-2	-4	-1	2	2	0	0	0	2	1	4	-2	-4	3	2	-2	-4	2	1	1	0	-1	-2	-4
ABprpapappa NA																																												
ABprpapappp NA																																												
ABprpapp 1	-1	0	-2	0	-2	1	1	0	0	0	1	-1	1	-1	2	-1	2	1	-1	0	0	2	-1	0	-2	0	-2	1	1	0	0	0	1	-1	1	-1	2	-1	2	1	-1	0	0	2
ABprpappa 1	0	-3	2	-1	0	4	-1	0	-1	1	-1	-4	-3	0	2	1	-2	2	1	1	0	1	0	-3	2	-1	0	4	-1	0	-1	1	-1	-4	-3	0	2	1	-2	2	1	1	0	1
ABprpappaa 1	-2	1	-5	1	-5	1	3	4	1	2	-2	2	0	-3	2	1	-1	3	-2	1	-1	-1	-2	1	-5	1	-5	1	3	4	1	2	-2	2	0	-3	2	1	-1	3	-2	1	-1	-1
ABprpappaaa NA																																												
ABprpappaap NA																																												
ABprpappap 1	0	-1	2	3	0	-1	3	-1	1	0	-4	1	-2	2	-3	-3	-2	5	-7	3	4	-2	0	-1	2	3	0	-1	3	-1	1	0	-4	1	-2	2	-3	-3	-2	5	-7	3	4	-2
ABprpappapa NA																																												
ABprpappapp NA																																												
ABprpappp 1	-2	-2	1	-1	1	4	-2	2	0	-1	1	-5	-2	0	1	0	-2	0	-1	0	1	6	-2	-2	1	-1	1	4	-2	2	0	-1	1	-5	-2	0	1	0	-2	0	-1	0	1	6
ABprpapppa 1	0	-2	0	-3	-2	2	-3	3	-2	-1	-4	-1	-1	2	-4	1	1	4	2	8	1	0	0	-2	0	-3	-2	2	-3	3	-2	-1	-4	-1	-1	2	-4	1	1	4	2	8	1	0
ABprpapppaa NA																																												
ABprpapppap NA																																												
ABprpapppp 1	-3	0	-1	-1	4	0	1	2	-1	4	-2	3	-1	3	-3	-3	-1	0	-4	3	-1	-1	-3	0	-1	-1	4	0	1	2	-1	4	-2	3	-1	3	-3	-3	-1	0	-4	3	-1	-1
ABprpappppa NA																																												
ABprpappppp NA																																												
ABprpp 1	2	0	0	0	3	0	-1	0	-1	-1	1	-1	0	0	-1	0	1	0	-1	0	0	0	2	0	0	0	3	0	-1	0	-1	-1	1	-1	0	0	-1	0	1	0	-1	0	0	0
ABprppa 1	1	1	-3	-2	1	-2	1	0	0	1	3	-1	0	0	-1	2	-1	1	-1	-2	2	1	1	1	-3	-2	1	-2	1	0	0	1	3	-1	0	0	-1	2	-1	1	-1	-2	2	1
ABprppaa 1	3	2	-2	-1	-1	2	0	2	-2	0	2	1	1	-2	2	-2	0	-1	-1	-1	-2	-1	3	2	-2	-1	-1	2	0	2	-2	0	2	1	1	-2	2	-2	0	-1	-1	-1	-2	-1
ABprppaaa 1	-3	0	-1	0	0	1	3	0	-1	-1	0	0	2	0	1	-1	-2	0	0	-1	1	1	-3	0	-1	0	0	1	3	0	-1	-1	0	0	2	0	1	-1	-2	0	0	-1	1	1
ABprppaaaa 1	-1	4	1	-1	1	-1	1	2	1	-2	2	-3	3	1	2	-2	-4	1	-1	-2	-3	1	-1	4	1	-1	1	-1	1	2	1	-2	2	-3	3	1	2	-2	-4	1	-1	-2	-3	1
ABprppaaaaa NA																																												
ABprppaaaap 1																			3		-5	2																			3		-5	2
ABprppaaaapa NA																																												
ABprppaaaapp NA																																												
ABprppaaap NA																																												
ABprppaap 1	0	-3	0	-3	-1	2	1	1	-4	1	0	0	-1	-2	1	1	-2	5	0	-1	2	4	0	-3	0	-3	-1	2	1	1	-4	1	0	0	-1	-2	1	1	-2	5	0	-1	2	4
ABprppaapa 1	0	5	-1	4	-2	0	3	-3	6	-4	-3	1	-2	6	-5	-2	2	-1	-5	-3	5	0	0	5	-1	4	-2	0	3	-3	6	-4	-3	1	-2	6	-5	-2	2	-1	-5	-3	5	0
ABprppaapaa NA																																												
ABprppaapap NA																																												
ABprppaapp 1	0	-5	2	3	-3	-4	4	1	9	4	-6	-3	-2	3	6	-5	1	3	-2	2	-5	-4	0	-5	2	3	-3	-4	4	1	9	4	-6	-3	-2	3	6	-5	1	3	-2	2	-5	-4
ABprppaappa NA																																												
ABprppaappp NA																																												
ABprppap 1	2	4	0	-1	-1	-1	0	1	-1	0	-1	1	0	-2	1	0	0	-1	0	-2	0	1	2	4	0	-1	-1	-1	0	1	-1	0	-1	1	0	-2	1	0	0	-1	0	-2	0	1
ABprppapa 1	1	0	-4	-2	-2	2	-1	1	-1	0	3	3	0	-2	2	-2	-1	0	3	-1	1	2	1	0	-4	-2	-2	2	-1	1	-1	0	3	3	0	-2	2	-2	-1	0	3	-1	1	2
ABprppapaa 1	-2	-3	-3	-4	-3	5	0	-1	1	-3	-1	1	2	0	2	-2	1	1	2	4	1	1	-2	-3	-3	-4	-3	5	0	-1	1	-3	-1	1	2	0	2	-2	1	1	2	4	1	1
ABprppapaaa NA																																												
ABprppapaaaa NA																																												
ABprppapaaap NA																																												
ABprppapaap NA																																												
ABprppapap 1	4	3	-8	-2	-3	-5	-9	-1	3	-6	1	-2	7	17	-1	-1	4	-2	2	-4	8	-7	4	3	-8	-2	-3	-5	-9	-1	3	-6	1	-2	7	17	-1	-1	4	-2	2	-4	8	-7
ABprppapapa NA																																												
ABprppapapp NA																																												
ABprppapp 1	-5	-2	-2	1	-3	5	-1	1	0	0	3	1	-1	-1	2	2	-1	1	-2	1	-2	2	-5	-2	-2	1	-3	5	-1	1	0	0	3	1	-1	-1	2	2	-1	1	-2	1	-2	2
ABprppappa 1	3	2	0	-3	0	-2	-5	3	1	-5	-1	-2	6	9	-4	-5	-1	3	-1	0	4	-2	3	2	0	-3	0	-2	-5	3	1	-5	-1	-2	6	9	-4	-5	-1	3	-1	0	4	-2
ABprppappaa NA																																												
ABprppappap NA																																												
ABprppappp 1	-1	-1	0	3	3	-3	1	-5	-2	2	-3	1	2	15	4	-6	-2	1	-3	-4	-1	-2	-1	-1	0	3	3	-3	1	-5	-2	2	-3	1	2	15	4	-6	-2	1	-3	-4	-1	-2
ABprppapppa NA																																												
ABprppapppp NA																																												
ABprppp 1	1	1	-3	-2	0	0	1	0	0	1	1	1	1	0	0	0	-1	1	-1	-2	0	0	1	1	-3	-2	0	0	1	0	0	1	1	1	1	0	0	0	-1	1	-1	-2	0	0
ABprpppa 1	0	0	0	0	-2	0	0	2	0	-2	0	-1	1	-2	0	1	0	2	0	-1	0	2	0	0	0	0	-2	0	0	2	0	-2	0	-1	1	-2	0	1	0	2	0	-1	0	2
ABprpppaa 1	0	-1	-2	-2	-1	-2	0	-2	0	-2	1	2	1	4	0	0	1	1	2	0	1	0	0	-1	-2	-2	-1	-2	0	-2	0	-2	1	2	1	4	0	0	1	1	2	0	1	0
ABprpppaaa 1	-4	-1	3	2	-2	-2	3	3	-2	-3	-5	-3	7	5	-1	5		3	0	-3	-4	-2	-4	-1	3	2	-2	-2	3	3	-2	-3	-5	-3	7	5	-1	5		3	0	-3	-4	-2
ABprpppaaaa NA																																												
ABprpppaaap NA																																												
ABprpppaap 1	0	1	-1	5	-3	3	2	5	-2	-3	-10	0	3	8	3	3	-2	-1	-4	0	-3	-4	0	1	-1	5	-3	3	2	5	-2	-3	-10	0	3	8	3	3	-2	-1	-4	0	-3	-4
ABprpppaapa NA																																												
ABprpppaapaa NA																																												
ABprpppaapap NA																																												
ABprpppaapp NA																																												
ABprpppap 1	1	-3	0	-1	-1	2	-1	0	-1	-1	-1	5	1	2	-1	-1	-1	-2	0	2	0	1	1	-3	0	-1	-1	2	-1	0	-1	-1	-1	5	1	2	-1	-1	-1	-2	0	2	0	1
ABprpppapa 1	1	0	-2	2	1	3	2	2	2	-2	0	0	1	1	-1	-3		1	-2	-2	-2	0	1	0	-2	2	1	3	2	2	2	-2	0	0	1	1	-1	-3		1	-2	-2	-2	0
ABprpppapaa NA																																												
ABprpppapap NA																																												
ABprpppapp NA																																												
ABprpppp 1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	0	0	0	-1	0	0	1	-2	0	-1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	0	0	0	-1	0	0	1	-2	0	-1	1
ABprppppa 1	2	1	-3	-3	-1	0	-2	0	-2	1	-1	2	-1	-1	-1	-2	-2	3	0	4	2	4	2	1	-3	-3	-1	0	-2	0	-2	1	-1	2	-1	-1	-1	-2	-2	3	0	4	2	4
ABprppppaa 1	-4	-2	2	0	1	-3	3	1	1	3	-1	-2	5	2	1	-1	-2	-1	-1	3	-2	-2	-4	-2	2	0	1	-3	3	1	1	3	-1	-2	5	2	1	-1	-2	-1	-1	3	-2	-2
ABprppppaaa NA																																												
ABprppppaap NA																																												
ABprppppap 1	-4	1	-2	1	0	6	2	-1	3	0	-4	1	1	-1	-1	-1	2	-3	0	1	-3	2	-4	1	-2	1	0	6	2	-1	3	0	-4	1	1	-1	-1	-1	2	-3	0	1	-3	2
ABprppppapa NA																																												
ABprppppapp NA																																												
ABprppppp 1	2	-3	-1	0	-2	0	-2	0	2	0	0	1	0	-1	2	0	-1	1	-4	1	3	5	2	-3	-1	0	-2	0	-2	0	2	0	0	1	0	-1	2	0	-1	1	-4	1	3	5
ABprpppppa 1	4	-3	1	-4	-1	-5	-2	1	8	-7	-2	-2	-3	12	1	5	-4	7	-5	2	4	-9	4	-3	1	-4	-1	-5	-2	1	8	-7	-2	-2	-3	12	1	5	-4	7	-5	2	4	-9
ABprpppppaa NA																																												
ABprpppppap NA																																												
ABprpppppp 1	-3	6	-1	-1	-4	-4	-3	5	5	2	0	2	6	3	-2	1	-3	-4	-4	-3	2	0	-3	6	-1	-1	-4	-4	-3	5	5	2	0	2	6	3	-2	1	-3	-4	-4	-3	2	0
ABprppppppa NA																																												
ABprppppppp NA																																												
C 1	2	1	1		-1	1	1	1	0	-4	-1	-1	0	3	-1	0	1	0	-1	0	0	0	2	1	1		-1	1	1	1	0	-4	-1	-1	0	3	-1	0	1	0	-1	0	0	0
Ca 1	0	1	1	1	3	-1	1	1	-2	-1	0	2	2	-3	-1	-2	-1	-1	-1	-1	0	0	0	1	1	1	3	-1	1	1	-2	-1	0	2	2	-3	-1	-2	-1	-1	-1	-1	0	0
Caa 1	2	4	1	-2	6	3	-1	-2	6	-1	2	-3	-2	-3	-2	-3	0	-2	-2	-4	2	1	2	4	1	-2	6	3	-1	-2	6	-1	2	-3	-2	-3	-2	-3	0	-2	-2	-4	2	1
Caaa 1	-1	3	-5	7	2	2	8	0	-8	-2	2	-2	1	-2	-2	-2	0	1	-1	-2	1	-2	-1	3	-5	7	2	2	8	0	-8	-2	2	-2	1	-2	-2	-2	0	1	-1	-2	1	-2
Caaaa 1	-2	-1	-1	-2	-1	4	-2	0	-1	-4	-1	0	4	0	-2	1	-1	2	-2	1	4	4	-2	-1	-1	-2	-1	4	-2	0	-1	-4	-1	0	4	0	-2	1	-1	2	-2	1	4	4
Caaaaa NA																																												
Caaaap NA																																												
Caaap 1	-3	-2	-4	3	3	4	-2	2	-3	0	-2	-2	4	-5	0	0	3	1	-2	1	4	1	-3	-2	-4	3	3	4	-2	2	-3	0	-2	-2	4	-5	0	0	3	1	-2	1	4	1
Caaapa NA																																												
Caaapp NA																																												
Caap 1	5	1	1	1	1	6	2	2	-8	-3	1	0	0	-4	-3	0	1	-3	-1	-6	3	0	5	1	1	1	1	6	2	2	-8	-3	1	0	0	-4	-3	0	1	-3	-1	-6	3	0
Caapa 1	11	-2	-10	-5	1	-13	-9	-1	2	7	9	3	5	10	7	2	1	-5	-15	6	5	-8	11	-2	-10	-5	1	-13	-9	-1	2	7	9	3	5	10	7	2	1	-5	-15	6	5	-8
Caapaa NA																																												
Caapap NA																																												
Caapp 1	-1	1	-4	-7	4	-3	-5	0	1	0	-1	1	7	-1	2	-3	1	2	3	2	4	-3	-1	1	-4	-7	4	-3	-5	0	1	0	-1	1	7	-1	2	-3	1	2	3	2	4	-3
Caappd NA																																												
Caappv NA																																												
Cap 1	5	0	1	0	5	3	0	-4	0	-2	4	-2	-1	-1	-2	-2	1	-2	-1	-2	3	0	5	0	1	0	5	3	0	-4	0	-2	4	-2	-1	-1	-2	-2	1	-2	-1	-2	3	0
Capa 1	-6	2	2	-2	-1	1	2	-1	-3	2	2	2	3	0	2	-3	-3	-1	3	-3	3	0	-6	2	2	-2	-1	1	2	-1	-3	2	2	2	3	0	2	-3	-3	-1	3	-3	3	0
Capaa 1	-3	-4	-1	-7	-2	2	4	3	1	-1	-4	-2	-2	5	4	6	-4	3	-4	3	-1	4	-3	-4	-1	-7	-2	2	4	3	1	-1	-4	-2	-2	5	4	6	-4	3	-4	3	-1	4
Capaaa 1	-4	6		0	2	-1		-6	-3	-2	1	4	7		5	1	-1	1	-3	2	-1	-5	-4	6		0	2	-1		-6	-3	-2	1	4	7		5	1	-1	1	-3	2	-1	-5
Capaaaa NA																																												
Capaaap NA																																												
Capaap 1	2	-11		2		3		-3	-6		2	0	8		-1		-1	-1	4	4	1	-2	2	-11		2		3		-3	-6		2	0	8		-1		-1	-1	4	4	1	-2
Capaapa NA																																												
Capaapp NA																																												
Capap 1	3	-5	1	-5	-8	0	4	2	3	3	-3	1	1	5	0	5	-5	0	-2	2	-2	2	3	-5	1	-5	-8	0	4	2	3	3	-3	1	1	5	0	5	-5	0	-2	2	-2	2
Capapa 1	-1	2		8		2		0	-5		-6	1	5		-1	-2	-1	-2	0	-4	4	-2	-1	2		8		2		0	-5		-6	1	5		-1	-2	-1	-2	0	-4	4	-2
Capapaa NA																																												
Capapap NA																																												
Capapp 1	3	-6		22				-5			-4		-2		-4	4		2	1	-8	-4	0	3	-6		22				-5			-4		-2		-4	4		2	1	-8	-4	0
Capappa NA																																												
Capappp NA																																												
Capp 1	-2	-2	-2	-3	4	-1	1	0	-4	1	2	1	0	-1	3	-1	0	1	-1	1	2	1	-2	-2	-2	-3	4	-1	1	0	-4	1	2	1	0	-1	3	-1	0	1	-1	1	2	1
Cappa 1	-5	-3	-3	5	-2	1	3	-2	4	3	-4	0	-2	7	0	1	-4	-1	0	2	1	-2	-5	-3	-3	5	-2	1	3	-2	4	3	-4	0	-2	7	0	1	-4	-1	0	2	1	-2
Cappaa 1	0	1	0	-1	2	-4	0	1	-3	5	4	0	2	6	1	-7	-2	-3	2	-2	-3	0	0	1	0	-1	2	-4	0	1	-3	5	4	0	2	6	1	-7	-2	-3	2	-2	-3	0
Cappaaa NA																																												
Cappaap NA																																												
Cappap 1	-2	-1	5	0	1	-3	-5	0	1	-5	0	-3	10		3	0	-1	3	-1	0	0	-1	-2	-1	5	0	1	-3	-5	0	1	-5	0	-3	10		3	0	-1	3	-1	0	0	-1
Cappapa NA																																												
Cappapp NA																																												
Cappp 1	2	1	-6	3	-1	1	2	2	-3	-5	-5	-1	4	5	4	4	-5	-4	3	2	0	-2	2	1	-6	3	-1	1	2	2	-3	-5	-5	-1	4	5	4	4	-5	-4	3	2	0	-2
Capppa 1	-1	0		-5	6	-2	-4	4	-4	1	1	1	7		4	1	-3	-6	2	-4	4	-1	-1	0		-5	6	-2	-4	4	-4	1	1	1	7		4	1	-3	-6	2	-4	4	-1
Capppaa NA																																												
Capppap NA																																												
Capppp 1	7	-5		2		3		4	-10		-3	-7	9		9	3		-4	2	-4	-8	1	7	-5		2		3		4	-10		-3	-7	9		9	3		-4	2	-4	-8	1
Cappppd NA																																												
Cappppv NA																																												
Cp 1	0	2	1	1	2	1	3	1	0	-1	0	0	3	-3	1	-2	-3	-1	-1	-1	-2	0	0	2	1	1	2	1	3	1	0	-1	0	0	3	-3	1	-2	-3	-1	-1	-1	-2	0
Cpa 1	2	0	0	3	6	1	4	1	-2	-1	-2	-2	-2	-1	-3	0	0	1	-1	-2	0	0	2	0	0	3	6	1	4	1	-2	-1	-2	-2	-2	-1	-3	0	0	1	-1	-2	0	0
Cpaa 1	-3	0	6	0	2	9	8	-2	-3	-2	-1	-2	0	-3	-2	-4	-1	3	-1	-4	0	-1	-3	0	6	0	2	9	8	-2	-3	-2	-1	-2	0	-3	-2	-4	-1	3	-1	-4	0	-1
Cpaaa 1	1	-2	-6	-4	1	1	-2	-2	-4	3	0	-1	3	2	0	2	-1	1	2	0	-2	7	1	-2	-6	-4	1	1	-2	-2	-4	3	0	-1	3	2	0	2	-1	1	2	0	-2	7
Cpaaaa NA																																												
Cpaaap NA																																												
Cpaap 1	1	0	1	-1	2	-1	-1	-2	-4	-6	5	-2	5	2	-1	-3	0	2	1	-1	1	2	1	0	1	-1	2	-1	-1	-2	-4	-6	5	-2	5	2	-1	-3	0	2	1	-1	1	2
Cpaapa NA																																												
Cpaapp NA																																												
Cpap 1	0	1	4	5	6	9	4	-2	-2	-2	-3	-2	-3	-3	-2	-4	0	-2	0	-3	-2	-2	0	1	4	5	6	9	4	-2	-2	-2	-3	-2	-3	-3	-2	-4	0	-2	0	-3	-2	-2
Cpapa 1	-2	1	-2	-6	3	-4	-1	-1	-6	2	2	0	-1	10	2	-2	-1	6	1	-1	1	-3	-2	1	-2	-6	3	-4	-1	-1	-6	2	2	0	-1	10	2	-2	-1	6	1	-1	1	-3
Cpapaa NA																																												
Cpapap NA																																												
Cpapp 1	-2	2	-5	0	2	1	3	-2	-4	-2	3	0	-1	2	1	2	0	-2	2	0	-1	1	-2	2	-5	0	2	1	3	-2	-4	-2	3	0	-1	2	1	2	0	-2	2	0	-1	1
Cpappd NA																																												
Cpappv NA																																												
Cpp 1	2	1	0	0	5	3	3	2	-3	-2	-2	-2	-1	-1	-4	-4	1	1	0	-2	2	0	2	1	0	0	5	3	3	2	-3	-2	-2	-2	-1	-1	-4	-4	1	1	0	-2	2	0
Cppa 1	0	1	-3	-2	2	-1	1	0	0	0	1	0	0	0	2	-1	1	-1	3	-3	-1	1	0	1	-3	-2	2	-1	1	0	0	0	1	0	0	0	2	-1	1	-1	3	-3	-1	1
Cppaa 1	-1	-3	-2	-5	-1	0	0	1	-1	5	-1	6	1	-1	5	2	-5	3	0	-2	0	-1	-1	-3	-2	-5	-1	0	0	1	-1	5	-1	6	1	-1	5	2	-5	3	0	-2	0	-1
Cppaaa 1	-1	8	-2	-8	0	6		-3	0	-2	-1	-2	5	9	9	-4	-2	-2	-5	1	-6	-3	-1	8	-2	-8	0	6		-3	0	-2	-1	-2	5	9	9	-4	-2	-2	-5	1	-6	-3
Cppaaaa NA																																												
Cppaaap NA																																												
Cppaap 1	0	1		-2		0			-7		-5		4		-2	8	1	3	4	6	-6	-5	0	1		-2		0			-7		-5		4		-2	8	1	3	4	6	-6	-5
Cppaapa NA																																												
Cppaapp NA																																												
Cppap 1	0	-1	0	-4	-2	0	-2	5	-3	4	-2	2	-2	0	4	1	-6	1	2	1	0	4	0	-1	0	-4	-2	0	-2	5	-3	4	-2	2	-2	0	4	1	-6	1	2	1	0	4
Cppapa 1	-6	8		-2	6	4		-4	-6		-5	-7	2	11	0	0	-1	0	2	-4	-1	0	-6	8		-2	6	4		-4	-6		-5	-7	2	11	0	0	-1	0	2	-4	-1	0
Cppapaa NA																																												
Cppapap NA																																												
